1403636981.601666450500488,1.025430639811105493208743,0.1094641870978173003869927,0.7122748078889622469489495,0.7363316742918434298914576,-0.310661935406168765450019,0.3182063038063749349504405,-0.5099505585755412795379016,0,0,0,0,0,0,0,0,0
1403636979.851666450500488,0.85680015583414781410454,0.1206130361561329050745783,0.5957683903340906805823352,0.7382134908524058403145318,-0.3231131651726479869779496,0.2936808150514982340695269,-0.5141889744113362636923625,0,0,0,0,0,0,0,0,0
1403636978.50166654586792,0.7167107117215857359227016,0.1082834115454742868189797,0.5765140321558095415355183,0.7409355532845881553427603,-0.3122937767384355578492716,0.2953459145204538893736412,-0.5160018259583520894295816,0,0,0,0,0,0,0,0,0
1403636976.951666593551636,0.5982055461897107795365969,0.05816899700522063648699955,0.6045688442502659132316012,0.7454582206392402765615657,-0.3012084122886347636871562,0.2991969602836177521965055,-0.5138547662436828700194269,0,0,0,0,0,0,0,0,0
1403636975.101666450500488,0.5621779085928628738599855,0.02033164378793227144992528,0.6141685666280565225605415,0.7532878126847112332242773,-0.1695861129787762655585226,0.1513096359763878295812134,-0.6171737375053751861742057,0,0,0,0,0,0,0,0,0
1403636974.301666498184204,0.5635651662124366856332358,-0.01325181101367810081181897,0.6381646202100533793455384,0.7096689055972369430946856,-0.02284095859150393759140485,0.01256206228441195983658307,-0.7040529224456145707122801,0,0,0,0,0,0,0,0,0
1403636973.701666593551636,0.5647339097425490006543214,-0.02901770440846947532453903,0.6457297075126163798941548,0.6966028197609440697490868,0.01388411525620849434892179,-0.01591822279686153085442868,-0.7171459949096139485646972,0,0,0,0,0,0,0,0,0
1403636972.151666402816772,0.5638272096925117660148885,-0.05145091836659416995036764,0.6793192010995677820872629,0.688739868105793795471925,0.06210008148497606766946788,-0.05007123331192775417264329,-0.7206065854955222560462857,0,0,0,0,0,0,0,0,0
1403636971.551666498184204,0.5884924650527342260275532,-0.08220508205691597070075005,0.6829467862389043686377477,0.7075149655421615335626484,0.05032773745804979687035186,-0.07013682443427630974763787,-0.7014061217941971460021477,0,0,0,0,0,0,0,0,0
1403636971.25166654586792,0.6158009164707196614330087,-0.09648646769296344294364332,0.6874379444690049689725697,0.702400437671396815630942,0.03935048666124368182961391,-0.0767636817689952566379219,-0.706535549821587394170308,0,0,0,0,0,0,0,0,0
